País de residencia;Total Nacional y CCAA;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Italia;05 Canarias;Tasa de variación anual;Duración media de los viajes;2018;-2,12
Italia;05 Canarias;Tasa de variación anual;Duración media de los viajes;2017;-2,14
Italia;05 Canarias;Tasa de variación anual;Duración media de los viajes;2016;-6,59
Italia;09 Cataluña;Dato base;Gasto total;2023;869,58
Italia;09 Cataluña;Dato base;Gasto total;2022;744,7
Italia;09 Cataluña;Dato base;Gasto total;2021;289,96
Italia;09 Cataluña;Dato base;Gasto total;2020;117,01
Italia;09 Cataluña;Dato base;Gasto total;2019;738,65
Italia;09 Cataluña;Dato base;Gasto total;2018;753,16
Italia;09 Cataluña;Dato base;Gasto total;2017;742,79
Italia;09 Cataluña;Dato base;Gasto total;2016;761,64
Italia;09 Cataluña;Dato base;Gasto medio por persona;2023;690
Italia;09 Cataluña;Dato base;Gasto medio por persona;2022;718
Italia;09 Cataluña;Dato base;Gasto medio por persona;2021;693
Italia;09 Cataluña;Dato base;Gasto medio por persona;2020;595
Italia;09 Cataluña;Dato base;Gasto medio por persona;2019;614
Italia;09 Cataluña;Dato base;Gasto medio por persona;2018;636
Italia;09 Cataluña;Dato base;Gasto medio por persona;2017;614
Italia;09 Cataluña;Dato base;Gasto medio por persona;2016;641
Italia;09 Cataluña;Dato base;Gasto medio diario por persona;2023;156
Italia;09 Cataluña;Dato base;Gasto medio diario por persona;2022;143
Italia;09 Cataluña;Dato base;Gasto medio diario por persona;2021;151
Italia;09 Cataluña;Dato base;Gasto medio diario por persona;2020;124
Italia;09 Cataluña;Dato base;Gasto medio diario por persona;2019;146
Italia;09 Cataluña;Dato base;Gasto medio diario por persona;2018;136
Italia;09 Cataluña;Dato base;Gasto medio diario por persona;2017;128
Italia;09 Cataluña;Dato base;Gasto medio diario por persona;2016;119
Italia;09 Cataluña;Dato base;Duración media de los viajes;2023;4,42
Italia;09 Cataluña;Dato base;Duración media de los viajes;2022;5,01
Italia;09 Cataluña;Dato base;Duración media de los viajes;2021;4,58
Italia;09 Cataluña;Dato base;Duración media de los viajes;2020;4,8
Italia;09 Cataluña;Dato base;Duración media de los viajes;2019;4,21
Italia;09 Cataluña;Dato base;Duración media de los viajes;2018;4,68
Italia;09 Cataluña;Dato base;Duración media de los viajes;2017;4,81
Italia;09 Cataluña;Dato base;Duración media de los viajes;2016;5,39
Italia;09 Cataluña;Tasa de variación anual;Gasto total;2023;16,77
Italia;09 Cataluña;Tasa de variación anual;Gasto total;2022;156,83
Italia;09 Cataluña;Tasa de variación anual;Gasto total;2021;147,81
Italia;09 Cataluña;Tasa de variación anual;Gasto total;2020;-84,16
Italia;09 Cataluña;Tasa de variación anual;Gasto total;2019;-1,93
Italia;09 Cataluña;Tasa de variación anual;Gasto total;2018;1,4
Italia;09 Cataluña;Tasa de variación anual;Gasto total;2017;-2,48
Italia;09 Cataluña;Tasa de variación anual;Gasto total;2016;-1,49
Italia;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2023;-3,87
Italia;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2022;3,61
Italia;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2021;16,49
Italia;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2020;-3,09
Italia;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2019;-3,49
Italia;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2018;3,55
Italia;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2017;-4,07
Italia;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2016;0,4
Italia;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2023;8,95
Italia;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2022;-5,16
Italia;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2021;21,96
Italia;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2020;-14,9
Italia;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2019;7,31
Italia;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2018;6,28
Italia;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2017;7,5
Italia;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2016;2,02
Italia;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2023;-11,77
Italia;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2022;9,25
Italia;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2021;-4,48
Italia;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2020;13,88
Italia;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2019;-10,07
Italia;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2018;-2,56
Italia;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2017;-10,77
Italia;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2016;-1,58
Italia;10 Comunitat Valenciana;Dato base;Gasto total;2023;436,57
Italia;10 Comunitat Valenciana;Dato base;Gasto total;2022;342,15
Italia;10 Comunitat Valenciana;Dato base;Gasto total;2021;161,19
Italia;10 Comunitat Valenciana;Dato base;Gasto total;2020;99,96
Italia;10 Comunitat Valenciana;Dato base;Gasto total;2019;323,89
Italia;10 Comunitat Valenciana;Dato base;Gasto total;2018;307,88
Italia;10 Comunitat Valenciana;Dato base;Gasto total;2017;258,94
Italia;10 Comunitat Valenciana;Dato base;Gasto total;2016;260,05
Italia;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2023;774
Italia;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2022;717
Italia;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2021;696
Italia;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2020;672
Italia;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2019;629
Italia;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2018;577
Italia;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2017;585
Italia;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2016;651
Italia;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2023;120
Italia;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2022;117
Italia;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2021;107
Italia;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2020;112
Italia;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2019;115
Italia;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2018;118
Italia;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2017;116
Italia;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2016;111
Italia;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2023;6,47
Italia;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2022;6,15
Italia;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2021;6,48
Italia;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2020;6,02
Italia;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2019;5,48
Italia;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2018;4,9
Italia;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2017;5,05
Italia;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2016;5,84
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2023;27,6
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2022;112,26
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2021;61,25
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2020;-69,14
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2019;5,2
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2018;18,9
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2017;-0,43
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2016;32,05
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2023;8,02
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2022;3,05
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2021;3,59
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2020;6,8
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2019;8,9
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2018;-1,24
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2017;-10,18
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2016;5,6
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2023;2,72
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2022;8,53
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2021;-3,71
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2020;-2,84
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2019;-2,53
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2018;1,77
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2017;3,92
Italia;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2016;7,6
Italia;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2023;5,15
Italia;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2022;-5,05
Italia;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2021;7,58
Italia;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2020;9,91
Italia;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2019;11,73
Italia;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2018;-2,96
Italia;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2017;-13,57
Italia;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2016;-1,86
Italia;13 Madrid, Comunidad de;Dato base;Gasto total;2023;468,54
Italia;13 Madrid, Comunidad de;Dato base;Gasto total;2022;338,81
Italia;13 Madrid, Comunidad de;Dato base;Gasto total;2021;119,12
Italia;13 Madrid, Comunidad de;Dato base;Gasto total;2020;104,4
Italia;13 Madrid, Comunidad de;Dato base;Gasto total;2019;447,11
Italia;13 Madrid, Comunidad de;Dato base;Gasto total;2018;350,71
Italia;13 Madrid, Comunidad de;Dato base;Gasto total;2017;353,76
Italia;13 Madrid, Comunidad de;Dato base;Gasto total;2016;293,64
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2023;766
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2022;827
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2021;767
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2020;757
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2019;680
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2018;630
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2017;634
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2016;618
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2023;187
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2022;181
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2021;157
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2020;135
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2019;163
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2018;154
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2017;124
Italia;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2016;102
Italia;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2023;4,1
Italia;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2022;4,55
Italia;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2021;4,9
Italia;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2020;5,63
Italia;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2019;4,18
Italia;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2018;4,1
Italia;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2017;5,13
Italia;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2016;6,07
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2023;38,29
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2022;184,43
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2021;14,1
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2020;-76,65
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2019;27,49
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2018;-0,86
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2017;20,47
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2016;-24,74
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2023;-7,28
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2022;7,73
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2021;1,33
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2020;11,32
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2019;7,99
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2018;-0,68
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2017;2,69
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2016;-8,42
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2023;3,07
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2022;15,92
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2021;16,34
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2020;-17,38
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2019;5,95
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2018;24,36
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2017;21,49
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2016;-10,82
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2023;-10,04
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2022;-7,07
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2021;-12,9
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2020;34,74
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2019;1,93
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2018;-20,13
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2017;-15,47
Italia;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2016;2,69
Italia;Otras Comunidades Autónomas;Dato base;Gasto total;2023;361,91
Italia;Otras Comunidades Autónomas;Dato base;Gasto total;2022;313,83
Italia;Otras Comunidades Autónomas;Dato base;Gasto total;2021;131,8
Italia;Otras Comunidades Autónomas;Dato base;Gasto total;2020;62,62
Italia;Otras Comunidades Autónomas;Dato base;Gasto total;2019;399,12
Italia;Otras Comunidades Autónomas;Dato base;Gasto total;2018;250,61
Italia;Otras Comunidades Autónomas;Dato base;Gasto total;2017;244,14
Italia;Otras Comunidades Autónomas;Dato base;Gasto total;2016;264,31
Italia;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2023;959
Italia;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2022;961
